,rowid,kepid,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag,category
koi_depth_err1,0.021089566809768995,-0.015788489143968167,-0.1612185821642482,0.024520872221391255,0.008356313462319857,-0.01000966924413797,-0.0034018174253643337,0.00263720083706051,0.008151407939698476,-0.0077938622053758955,0.0459366389911675,0.014768787415156184,-0.014768787415156184,0.003715726978473794,0.003104295646886641,-0.005093304776707966,0.002347359196718831,0.019952017807943943,-0.019352301600479824,0.22853106150269475,1.0,-1.0,0.0015440278266974775,0.0046332915888720625,-0.0006679772688722411,-0.012018756692313,,,-0.0010075503560483218,-0.0012647082693046769,0.0008760339608247082,0.00034469897734737957,-0.0072283647946561344,0.005028536410363137,0.01741274550917235,-0.008949673905231237,0.008304265163999574,-0.006477074843611809,0.01402496513185616,-0.0024006905539880924,0.00022410848390829488,0.001780640254955287,0.011052219144273243,-0.015518247828677327,0.016669412871979268,0.019372037437439652
koi_depth_err2,-0.02229765541186601,0.016194475386056846,0.166397509808511,-0.027878836929862337,-0.007952060790475349,0.010466263915474842,0.0036894001261370026,-0.0026617205515842473,-0.0077938622053758955,0.0077938622053758955,-0.047703603955028026,-0.014768787415156184,0.014768787415156184,-0.0037525237958849554,-0.003104295646886641,0.005093304776707966,-0.002387936167147455,-0.019352301600479824,0.019352301600479824,-0.22891317876304962,-1.0,1.0,-0.0015409930870104965,-0.00463295808702276,0.0006636592170437932,0.012071193073298661,,,0.000932612937312916,0.0011756556283872787,-0.0007952197403193406,-0.00027848206662699194,0.007254201616195955,-0.005134368626567142,-0.017575273210620714,0.009079962284173609,-0.008312421241062873,0.006439298246704665,-0.014086792682644452,0.0024437260632827734,-0.0003582925299247137,-0.0019000456804982736,-0.01138130708014329,0.01592320978967264,-0.016817010925688502,-0.020654036197435176
koi_prad,0.028484555677964832,0.003681228483633374,-0.07687022031634232,0.045007875573024526,0.0014285832335145512,-0.01149075474067111,-0.010148302483491868,0.00513475156526069,0.02337392591021211,-0.02335597179720283,0.03499159572528333,0.012056581225602034,-0.012056581225602034,0.6773803638093175,0.02760544576105456,-0.5763014646477685,0.036572893177196135,0.021426346612801246,-0.02140177841554755,0.002558182541461999,0.0015440278266974775,-0.0015409930870104965,1.0,0.7226036243659802,-0.98762849657695,-0.0012490349579592896,,,0.0029892574839722806,0.003313894859134175,-0.002172507702845807,-0.0017463393185656814,-0.004987296743760072,-0.013025142636395972,-0.019485808681879567,-0.020881241256885556,-0.0973292417203596,-0.0026655039390311402,0.018032951024146253,0.056668930053171515,0.03565468923636598,-0.06026918221413778,0.00871642680045062,0.0030374522705225717,-0.022565332094395235,0.027518263876534454
koi_prad_err1,0.027383181116705384,0.006156018996381772,-0.05458079700432685,0.048594542607971955,0.006197669559401394,-0.015183038817905765,-0.012597647671488634,0.0034424197992115463,0.017060042383039282,-0.01705724217884009,0.03574590081539802,0.025911907284012846,-0.025911907284012846,0.7649191038031738,0.044885119756067564,-0.6235280039037894,0.019729003933042645,0.017905778277506012,-0.01790837559387493,0.010753966362542488,0.0046332915888720625,-0.00463295808702276,0.7226036243659802,1.0,-0.6606898306337894,0.005238313558881647,,,0.0023440123074250194,0.0061273605267400085,-0.002378893436861856,0.0021925470792652645,-0.005937808954573027,-0.0061822399252539585,-0.007841942362806512,-0.01904945020589284,-0.09530558850461071,0.02110902503099105,-0.014100827424442108,0.04495727428437473,0.06050636343364454,-0.046587772008034066,0.011928550866624487,0.004985517111964496,-0.014799541635740501,0.03529278379015495
koi_prad_err2,-0.025935724468777212,-0.0038501229655399684,0.04968868863507082,-0.04188069750053949,0.0017703079426373105,0.011605795777095035,0.008865845939594134,-0.004966136289187436,-0.022589749885484064,0.022560099401859143,-0.03259858764243656,-0.010410371100380025,0.010410371100380025,-0.6068926941620518,-0.019249912165299855,0.520823118735073,-0.034864117950531064,-0.02015732582215497,0.020109975703680297,-0.0007912191517623501,-0.0006679772688722411,0.0006636592170437932,-0.98762849657695,-0.6606898306337894,1.0,0.0002299434813327887,,,-0.0014737945642243199,-0.0023022060523937376,0.0015676778323557318,0.002459777903528681,0.005027587281161524,0.01451580424485636,0.020206119546133352,0.020587907523128997,0.09377842128014885,-0.00041934232935968786,-0.01706590138954693,-0.05232958889609929,-0.031041843588503294,0.06040313453988729,-0.009292586305823776,-0.0032834675445126494,0.02281115235881681,-0.023312199185328984
koi_teq,0.1093241097394503,-0.058704672372928375,-0.3022788854990085,-0.021832039849611816,0.1885167659634702,0.25365384679023306,0.21741814721252645,-0.04909706730519253,-0.22975925430413685,0.23318278702775333,-0.3244623502451537,-0.1255969672872739,0.1255969672872739,-0.00998248922835139,-0.060290427028187765,0.04736984985041167,-0.19472964133949963,-0.14980152397623642,0.1496417558526095,0.08073542904495416,-0.012018756692313,0.012071193073298661,-0.0012490349579592896,0.005238313558881647,0.0002299434813327887,1.0,,,0.4227198213887182,0.46557748481412065,-0.39976088587263364,0.047546146622671315,-0.08874527521371213,0.2400611444392037,0.12506350899373878,-0.2111085417486916,-0.5273741053730319,0.2609259089797785,4.834582728713782e-05,0.4398550998332955,0.4103665700768193,-0.39214530760891686,0.11947913181442667,-0.05906016996517477,-0.2573402964124536,0.2397848736278571
koi_teq_err1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
koi_teq_err2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
koi_insol,0.02689398151553732,-0.012403236932428702,-0.03099472331762804,0.002633130735268302,0.02587669528969847,0.020266043081892077,0.030204530629971964,-0.002603328896275342,-0.012415655595219776,0.011834707004505332,-0.022278587514377998,-0.005331277498885319,0.005331277498885319,-0.003658753966235857,-0.006825527216645049,0.004612789360108325,-0.018973284226441504,-0.01012835933785151,0.008753421605019907,-0.006310284599911864,-0.0010075503560483218,0.000932612937312916,0.0029892574839722806,0.0023440123074250194,-0.0014737945642243199,0.4227198213887182,,,1.0,0.9048607139385286,-0.9666179326961925,-0.008196803571506147,-0.009137420227708028,-0.05720478323551832,-0.032832030858294725,0.012678516917656566,-0.28592829634393413,0.021664309730209653,0.027809853082344186,0.5309135526485577,0.34511718166389216,-0.4570355384440688,0.026665697575017067,-0.01395015768672252,-0.06974771463084198,0.031962185298952776
koi_insol_err1,0.03788460815615259,-0.010518257063936214,-0.04323752512614105,0.02355392772174417,0.022201159402887898,0.01915272865627879,0.03888523430432575,-0.003642270293498009,-0.01734991638258035,0.01689781713345829,-0.030212530599014423,-0.009226820692923288,0.009226820692923288,-0.0027567164368423607,-0.009033783561477373,0.006882543292949681,-0.023261505046064914,-0.011579873306409187,0.009605391505563173,-0.005934341139952517,-0.0012647082693046769,0.0011756556283872787,0.003313894859134175,0.0061273605267400085,-0.0023022060523937376,0.46557748481412065,,,0.9048607139385286,1.0,-0.8537996173316577,-0.008913059290494456,-0.008572643436648061,-0.05016489981335064,-0.0150615255516549,-0.005666576075948524,-0.3226466077984322,0.041467233270957284,0.012328489908701699,0.5085323437731136,0.47891678297989004,-0.4149673213467022,0.02728826380217204,-0.012332807569280204,-0.0922853592916261,0.046267067906143655
koi_insol_err2,-0.025271794085757946,0.013166558960040422,0.026134009355154874,-0.004895800107819789,-0.019642935304853816,-0.014563276516880292,-0.02471843803970338,0.0024482315799276965,0.011660771788550494,-0.011017842611809532,0.021091032569372857,0.002552779458854166,-0.002552779458854166,0.0030368423122055194,0.006390004285495183,-0.003557574804873874,0.01836490212647551,0.007971571997392207,-0.006523887653388054,0.004400230746613735,0.0008760339608247082,-0.0007952197403193406,-0.002172507702845807,-0.002378893436861856,0.0015676778323557318,-0.39976088587263364,,,-0.9666179326961925,-0.8537996173316577,1.0,0.007280763888306424,0.006272063942654204,0.04872759062807076,0.026438111033946058,-0.002594242018570284,0.2659017935324905,-0.03184824561046001,-0.0226372588282077,-0.517582911591155,-0.33232934619792287,0.5130836527283384,-0.02757396304912928,0.014541087668494532,0.06869497346347089,-0.028486942455710883
koi_model_snr,0.182343036077995,0.0009977171434073903,-0.26903433449176967,-0.08024264262317804,0.4310232894065112,-0.1283507181198888,-0.08989679728584656,-0.009613935549060136,-0.08064111130336711,0.08131531198253913,-0.0587806287894507,-0.13037785258104267,0.13037785258104267,-0.0004762653067564076,-0.051841770965145174,0.06922283381128368,0.08358381063386057,-0.1489505549960734,0.15039285699674726,0.5797248816864162,0.00034469897734737957,-0.00027848206662699194,-0.0017463393185656814,0.0021925470792652645,0.002459777903528681,0.047546146622671315,,,-0.008196803571506147,-0.008913059290494456,0.007280763888306424,1.0,-0.10307013362099779,0.14240333119405685,0.11317334800504637,-0.11515045055564714,-0.04561343449558689,0.11802465074874871,-0.02257056606397769,-0.010110604198339352,0.0012249152987415775,-0.0022037933960863975,0.03881009701095872,-0.0016767290288954076,-0.11452506393565678,0.20620753431802621
